679,Warsaw Chopin Airport,Warsaw,Poland,WAW,EPWA,1,E,Europe/Warsaw
680,Copernicus Wrocław Airport,Wroclaw,Poland,WRO,EPWR,1,E,Europe/Warsaw
681,Zielona Góra-Babimost Airport,Zielona Gora,Poland,IEG,EPZG,1,E,Europe/Warsaw
682,Malmen Air Base,Linkoeping,Sweden,\N,ESCF,1,E,Europe/Stockholm
683,Bråvalla Air Base,Norrkoeping,Sweden,\N,ESCK,1,E,Europe/Stockholm
684,Uppsala Airport,Uppsala,Sweden,\N,ESCM,1,E,Europe/Stockholm
685,Ronneby Airport,Ronneby,Sweden,RNB,ESDF,1,E,Europe/Stockholm
686,Råda Air Base,Rada,Sweden,\N,ESFR,1,E,Europe/Stockholm
687,Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,ESGG,1,E,Europe/Stockholm
688,Jönköping Airport,Joenkoeping,Sweden,JKG,ESGJ,1,E,Europe/Stockholm
689,Falköping Airport,Falkoping,Sweden,\N,ESGK,1,E,Europe/Stockholm
690,Lidköping-Hovby Airport,Lidkoping,Sweden,LDK,ESGL,1,E,Europe/Stockholm
691,Gothenburg City Airport,Gothenborg,Sweden,GSE,ESGP,1,E,Europe/Stockholm
692,Skövde Airport,Skovde,Sweden,KVB,ESGR,1,E,Europe/Stockholm
693,Trollhättan-Vänersborg Airport,Trollhattan,Sweden,THN,ESGT,1,E,Europe/Stockholm
694,Karlsborg Air Base,Karlsborg,Sweden,\N,ESIA,1,E,Europe/Stockholm
695,Såtenäs Air Base,Satenas,Sweden,\N,ESIB,1,E,Europe/Stockholm
696,Barkarby Airport,Stockholm,Sweden,\N,ESKB,1,E,Europe/Stockholm
697,Karlskoga Airport,Karlskoga,Sweden,KSK,ESKK,1,E,Europe/Stockholm
698,Mora Airport,Mora,Sweden,MXX,ESKM,1,E,Europe/Stockholm
699,Stockholm Skavsta Airport,Stockholm,Sweden,NYO,ESKN,1,E,Europe/Stockholm
700,Arvika Airport,Arvika,Sweden,\N,ESKV,1,E,Europe/Stockholm
701,Emmaboda Airfield,Emmaboda,Sweden,\N,ESMA,1,E,Europe/Stockholm
702,Feringe Airport,Ljungby,Sweden,\N,ESMG,1,E,Europe/Stockholm
703,Kristianstad Airport,Kristianstad,Sweden,KID,ESMK,1,E,Europe/Stockholm
704,Landskrona Airport,Landskrona,Sweden,\N,ESML,1,E,Europe/Stockholm
705,Oskarshamn Airport,Oskarshamn,Sweden,OSK,ESMO,1,E,Europe/Stockholm
706,Anderstorp Airport,Anderstorp,Sweden,\N,ESMP,1,E,Europe/Stockholm
707,Kalmar Airport,Kalkmar,Sweden,KLR,ESMQ,1,E,Europe/Stockholm
708,Malmö Sturup Airport,Malmoe,Sweden,MMX,ESMS,1,E,Europe/Stockholm
709,Halmstad Airport,Halmstad,Sweden,HAD,ESMT,1,E,Europe/Stockholm
710,Hagshult Air Base,Hagshult,Sweden,\N,ESMV,1,E,Europe/Stockholm
711,Växjö Kronoberg Airport,Vaxjo,Sweden,VXO,ESMX,1,E,Europe/Stockholm
712,Hallviken Airport,Hallviken,Sweden,\N,ESNA,1,E,Europe/Stockholm
713,Hedlanda Airport,Hede,Sweden,\N,ESNC,1,E,Europe/Stockholm
714,Sveg Airport,Sveg,Sweden,EVG,ESND,1,E,Europe/Stockholm
715,Gällivare Airport,Gallivare,Sweden,GEV,ESNG,1,E,Europe/Stockholm
716,Hudiksvall Airport,Hudiksvall,Sweden,HUV,ESNH,1,E,Europe/Stockholm
717,Jokkmokk Airport,Jokkmokk,Sweden,\N,ESNJ,1,E,Europe/Stockholm
718,Kramfors Sollefteå Airport,Kramfors,Sweden,KRF,ESNK,1,E,Europe/Stockholm
719,Lycksele Airport,Lycksele,Sweden,LYC,ESNL,1,E,Europe/Stockholm
720,Optand Airport,Optand,Sweden,\N,ESNM,1,E,Europe/Stockholm
721,Sundsvall-Härnösand Airport,Sundsvall,Sweden,SDL,ESNN,1,E,Europe/Stockholm
722,Örnsköldsvik Airport,Ornskoldsvik,Sweden,OER,ESNO,1,E,Europe/Stockholm
723,Piteå Airport,Pitea,Sweden,\N,ESNP,1,E,Europe/Stockholm
724,Kiruna Airport,Kiruna,Sweden,KRN,ESNQ,1,E,Europe/Stockholm
725,Orsa Airport,Orsa,Sweden,\N,ESNR,1,E,Europe/Stockholm
726,Skellefteå Airport,Skelleftea,Sweden,SFT,ESNS,1,E,Europe/Stockholm
727,Sättna Airport,Sattna,Sweden,\N,ESNT,1,E,Europe/Stockholm
728,Umeå Airport,Umea,Sweden,UME,ESNU,1,E,Europe/Stockholm
729,Vilhelmina Airport,Vilhelmina,Sweden,VHM,ESNV,1,E,Europe/Stockholm
730,Arvidsjaur Airport,Arvidsjaur,Sweden,AJR,ESNX,1,E,Europe/Stockholm
731,Örebro Airport,Orebro,Sweden,ORB,ESOE,1,E,Europe/Stockholm
733,Stockholm Västerås Airport,Vasteras,Sweden,VST,ESOW,1,E,Europe/Stockholm
734,Luleå Airport,Lulea,Sweden,LLA,ESPA,1,E,Europe/Stockholm
735,Vidsel Air Base,Vidsel,Sweden,\N,ESPE,1,E,Europe/Stockholm
736,Arboga Airport,Arboga,Sweden,\N,ESQO,1,E,Europe/Stockholm
737,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,1,E,Europe/Stockholm
738,Stockholm-Bromma Airport,Stockholm,Sweden,BMA,ESSB,1,E,Europe/Stockholm
739,Borlange Airport,Borlange,Sweden,BLE,ESSD,1,E,Europe/Stockholm
740,Hultsfred Airport,Hultsfred,Sweden,HLF,ESSF,1,E,Europe/Stockholm
741,Gävle Sandviken Airport,Gavle,Sweden,GVX,ESSK,1,E,Europe/Stockholm
742,Linköping City Airport,Linkoeping,Sweden,LPI,ESSL,1,E,Europe/Stockholm
743,Norrköping Airport,Norrkoeping,Sweden,NRK,ESSP,1,E,Europe/Stockholm
745,Eskilstuna Airport,Eskilstuna,Sweden,EKT,ESSU,1,E,Europe/Stockholm
746,Visby Airport,Visby,Sweden,VBY,ESSV,1,E,Europe/Stockholm
748,Kalixfors Airport,Kalixfors,Sweden,\N,ESUK,1,E,Europe/Stockholm
750,Spangdahlem Air Base,Spangdahlem,Germany,SPM,ETAD,1,E,Europe/Berlin
751,Ramstein Air Base,Ramstein,Germany,RMS,ETAR,1,E,Europe/Berlin
753,[Duplicate] Giebelstadt Army Air Field,Giebelstadt,Germany,GHF,ETEU,1,E,Europe/Berlin
754,Bückeburg Air Base,Brueckeburg,Germany,\N,ETHB,1,E,Europe/Berlin
755,Celle Airport,Celle,Germany,ZCN,ETHC,1,E,Europe/Berlin
756,Rheine Bentlage Air Base,Rheine-brentlange,Germany,\N,ETHE,1,E,Europe/Berlin
757,Fritzlar Airport,Fritzlar,Germany,FRZ,ETHF,1,E,Europe/Berlin
758,Laupheim Air Base,Laupheim,Germany,\N,ETHL,1,E,Europe/Berlin
759,Mendig Airfield,Mendig,Germany,\N,ETHM,1,E,Europe/Berlin
760,Niederstetten Army Air Base,Niederstetten,Germany,\N,ETHN,1,E,Europe/Berlin
761,Roth Airport,Roth,Germany,\N,ETHR,1,E,Europe/Berlin
762,Fassberg Air Base,Fassberg,Germany,\N,ETHS,1,E,Europe/Berlin
763,Grafenwohr Army Air Field,Grafenwoehr,Germany,\N,ETIC,1,E,Europe/Berlin
764,Hanau Army Air Field,Hanau,Germany,ZNF,ETID,1,E,Europe/Berlin
765,Hohenfels Army Air Field,Hohenfels,Germany,\N,ETIH,1,E,Europe/Berlin
766,Flugplatz Kitzingen,Kitzingen,Germany,KZG,ETIN,1,E,Europe/Berlin
767,Nordholz Naval Airbase,Nordholz,Germany,FCN,ETMN,1,E,Europe/Berlin
768,Diepholz Air Base,Diepholz,Germany,\N,ETND,1,E,Europe/Berlin
769,Geilenkirchen Air Base,Geilenkirchen,Germany,GKE,ETNG,1,E,Europe/Berlin
770,Hohn Air Base,Hohn,Germany,\N,ETNH,1,E,Europe/Berlin
771,Jever Air Base,Jever,Germany,\N,ETNJ,1,E,Europe/Berlin
772,Rostock-Laage Airport,Laage,Germany,RLG,ETNL,1,E,Europe/Berlin
773,Nörvenich Air Base,Noervenich,Germany,\N,ETNN,1,E,Europe/Berlin
774,Schleswig Air Base,Schleswig,Germany,WBG,ETNS,1,E,Europe/Berlin
775,Wittmundhafen Airport,Wittmundhafen,Germany,\N,ETNT,1,E,Europe/Berlin
777,Wunstorf Air Base,Wunstorf,Germany,\N,ETNW,1,E,Europe/Berlin
778,Vilseck Army Air Field,Vilseck,Germany,\N,ETOI,1,E,Europe/Berlin
779,Coleman Army Air Field,Coleman,Germany,\N,ETOR,1,E,Europe/Berlin
780,Wiesbaden Army Airfield,Wiesbaden,Germany,WIE,ETOU,1,E,Europe/Berlin
781,Landsberg Lech Air Base,Landsberg,Germany,\N,ETSA,1,E,Europe/Berlin
782,Büchel Air Base,Buechel,Germany,\N,ETSB,1,E,Europe/Berlin
783,Erding Airport,Erding,Germany,\N,ETSE,1,E,Europe/Berlin
784,Fürstenfeldbruck Air Base,Fuerstenfeldbruck,Germany,FEL,ETSF,1,E,Europe/Berlin
785,Holzdorf Air Base,Holzdorf,Germany,\N,ETSH,1,E,Europe/Berlin
786,Ingolstadt Manching Airport,Ingolstadt,Germany,IGS,ETSI,1,E,Europe/Berlin
787,Lechfeld Air Base,Lechfeld,Germany,\N,ETSL,1,E,Europe/Berlin
788,Neuburg AFB,Neuburg,Germany,\N,ETSN,1,E,Europe/Berlin
789,Gütersloh Air Base,Guetersloh,Germany,GUT,ETUO,1,E,Europe/Berlin
790,Alexander Bay Airport,Alexander Bay,South Africa,ALJ,FAAB,2,U,Africa/Johannesburg
791,Aggeneys Airport,Aggeneys,South Africa,AGZ,FAAG,2,U,Africa/Johannesburg
792,Brakpan Airport,Brakpan,South Africa,\N,FABB,2,U,Africa/Johannesburg
793,Bisho Airport,Bisho,South Africa,BIY,FABE,2,U,Africa/Johannesburg
794,Bram Fischer International Airport,Bloemfontein,South Africa,BFN,FABL,2,U,Africa/Johannesburg
795,Bethlehem Airport,Bethlehem,South Africa,\N,FABM,2,U,Africa/Johannesburg
796,Hendrik Potgieter Airport,Bothaville,South Africa,\N,FABO,2,U,Africa/Johannesburg
797,Cape Town International Airport,Cape Town,South Africa,CPT,FACT,2,U,Africa/Johannesburg
798,Calvinia Airport,Calvinia,South Africa,\N,FACV,2,U,Africa/Johannesburg
799,King Shaka International Airport,Durban,South Africa,DUR,FALE,2,U,Africa/Johannesburg
800,Ben Schoeman Airport,East London,South Africa,ELS,FAEL,2,U,Africa/Johannesburg
801,Ermelo Airport,Ermelo,South Africa,\N,FAEO,2,U,Africa/Johannesburg
802,Ficksburg Sentraoes Airport,Ficksburg,South Africa,FCB,FAFB,2,U,Africa/Johannesburg
803,Grand Central Airport,Johannesburg,South Africa,GCJ,FAGC,2,U,Africa/Johannesburg
804,George Airport,George,South Africa,GRJ,FAGG,2,U,Africa/Johannesburg
806,Graaff Reinet Airport,Graaff Reinet,South Africa,\N,FAGR,2,U,Africa/Johannesburg
807,Grahamstown Airport,Grahamstown,South Africa,\N,FAGT,2,U,Africa/Johannesburg
808,Greytown Airport,Greytown,South Africa,\N,FAGY,2,U,Africa/Johannesburg
809,Harmony Airport,Harmony,South Africa,\N,FAHA,2,U,Africa/Johannesburg
810,Harrismith Airport,Harrismith,South Africa,HRS,FAHR,2,U,Africa/Johannesburg
811,Hoedspruit Air Force Base Airport,Hoedspruit,South Africa,HDS,FAHS,2,U,Africa/Johannesburg
812,Gariep Dam Airport,Hendrik Verwoerddam,South Africa,\N,FAHV,2,U,Africa/Johannesburg
813,OR Tambo International Airport,Johannesburg,South Africa,JNB,FAOR,2,U,Africa/Johannesburg
814,P C Pelser Airport,Klerksdorp,South Africa,KXE,FAKD,2,U,Africa/Johannesburg
815,Kimberley Airport,Kimberley,South Africa,KIM,FAKM,2,U,Africa/Johannesburg
816,Krugersdorp Airport,Krugersdorp,South Africa,\N,FAKR,2,U,Africa/Johannesburg
817,Kroonstad Airport,Kroonstad,South Africa,\N,FAKS,2,U,Africa/Johannesburg
818,Johan Pienaar Airport,Kuruman,South Africa,KMH,FAKU,2,U,Africa/Johannesburg
819,Kleinsee Airport,Kleinsee,South Africa,KLZ,FAKZ,2,U,Africa/Johannesburg
820,Lanseria Airport,Johannesburg,South Africa,HLA,FALA,2,U,Africa/Johannesburg
821,Lichtenburg Airport,Lichtenburg,South Africa,\N,FALI,2,U,Africa/Johannesburg
822,Makhado Air Force Base Airport,Lambertsbaai,South Africa,\N,FALM,2,U,Africa/Johannesburg
823,Langebaanweg Airport,Langebaanweg,South Africa,SDB,FALW,2,U,Africa/Johannesburg
824,Ladysmith Airport,Ladysmith,South Africa,LAY,FALY,2,U,Africa/Johannesburg
825,Middelburg Airport,Middelburg,South Africa,\N,FAMB,2,U,Africa/Johannesburg
827,Margate Airport,Margate,South Africa,MGH,FAMG,2,U,Africa/Johannesburg
828,Marble Hall Airport,Marble Hall,South Africa,\N,FAMI,2,U,Africa/Johannesburg
829,Majuba Power Station Airport,Majuba Power Station,South Africa,\N,FAMJ,2,U,Africa/Johannesburg
831,Riverside Airport,Malalane,South Africa,LLE,FAMN,2,U,Africa/Johannesburg
832,Morningside Farm Airport,Musina,South Africa,\N,FAMS,2,U,Africa/Johannesburg
833,Mkuze Airport,Mkuze,South Africa,MZQ,FAMU,2,U,Africa/Johannesburg
834,Newcastle Airport,Newcastle,South Africa,NCS,FANC,2,U,Africa/Johannesburg
835,Nylstroom Airfield,Nylstroom,South Africa,\N,FANY,2,U,Africa/Johannesburg
836,Overberg Airport,Overberg,South Africa,OVG,FAOB,2,U,Africa/Johannesburg
837,Oudtshoorn Airport,Oudtshoorn,South Africa,OUH,FAOH,2,U,Africa/Johannesburg
838,Port Elizabeth Airport,Port Elizabeth,South Africa,PLZ,FAPE,2,U,Africa/Johannesburg
839,Plettenberg Bay Airport,Plettenberg Bay,South Africa,PBZ,FAPG,2,U,Africa/Johannesburg
840,Hendrik Van Eck Airport,Phalaborwa,South Africa,PHW,FAPH,2,U,Africa/Johannesburg
841,Pietersburg Municipal Airport,Polokwane,South Africa,\N,FAPI,2,U,Africa/Johannesburg
842,Port St Johns Airport,Port Saint Johns,South Africa,JOH,FAPJ,2,U,Africa/Johannesburg
843,Pietermaritzburg Airport,Pietermaritzburg,South Africa,PZB,FAPM,2,U,Africa/Johannesburg
844,Pilanesberg International Airport,Pilanesberg,South Africa,NTY,FAPN,2,U,Africa/Johannesburg
845,Polokwane International Airport,Potgietersrus,South Africa,PTG,FAPP,2,U,Africa/Johannesburg
846,Potchefstroom Airport,Potchefstroom,South Africa,PCF,FAPS,2,U,Africa/Johannesburg
847,Parys Airport,Parys,South Africa,\N,FAPY,2,U,Africa/Johannesburg
848,Queenstown Airport,Queenstown,South Africa,UTW,FAQT,2,U,Africa/Johannesburg
849,Richards Bay Airport,Richard's Bay,South Africa,RCB,FARB,2,U,Africa/Johannesburg
850,Rustenburg Airport,Rustenburg,South Africa,\N,FARG,2,U,Africa/Johannesburg
851,Robertson Airport,Robertson,South Africa,ROD,FARS,2,U,Africa/Johannesburg
852,Springbok Airport,Springbok,South Africa,SBU,FASB,2,U,Africa/Johannesburg
853,Secunda Airport,Secunda,South Africa,ZEC,FASC,2,U,Africa/Johannesburg
854,Saldanha /Vredenburg Airport,Saldanha,South Africa,\N,FASD,2,U,Africa/Johannesburg
855,Springs Airfield,Springs,South Africa,\N,FASI,2,U,Africa/Johannesburg
856,Swartkop Air Force Base,Swartkop,South Africa,\N,FASK,2,U,Africa/Johannesburg
857,Sishen Airport,Sishen,South Africa,SIS,FASS,2,U,Africa/Johannesburg
858,Hendrik Swellengrebel Airport,Swellendam,South Africa,\N,FASX,2,U,Africa/Johannesburg
859,Skukuza Airport,Skukuza,South Africa,SZK,FASZ,2,U,Africa/Johannesburg
860,Tommys Field Airport,Tommy's Field,South Africa,\N,FATF,2,U,Africa/Johannesburg
861,New Tempe Airport,Bloemfontein,South Africa,\N,FATP,2,U,Africa/Johannesburg
862,Tutuka Power Station Airport,Tutuka,South Africa,\N,FATT,2,U,Africa/Johannesburg
863,Tzaneen Airport,Tzaneen,South Africa,LTA,FATZ,2,U,Africa/Johannesburg
864,Prince Mangosuthu Buthelezi Airport,Ulundi,South Africa,ULD,FAUL,2,U,Africa/Johannesburg
865,Pierre Van Ryneveld Airport,Upington,South Africa,UTN,FAUP,2,U,Africa/Johannesburg
866,K. D. Matanzima Airport,Umtata,South Africa,UTT,FAUT,2,U,Africa/Johannesburg
867,Vryburg Airport,Vryburg,South Africa,VRU,FAVB,2,U,Africa/Johannesburg
868,Virginia Airport,Durban,South Africa,VIR,FAVG,2,U,Africa/Johannesburg
869,Vredendal Airport,Vredendal,South Africa,VRE,FAVR,2,U,Africa/Johannesburg
870,Vereeniging Airport,Vereeniging,South Africa,\N,FAVV,2,U,Africa/Johannesburg
871,Wonderboom Airport,Pretoria,South Africa,PRY,FAWB,2,U,Africa/Johannesburg
872,Witbank Airport,Witbank,South Africa,\N,FAWI,2,U,Africa/Johannesburg
873,Waterkloof Air Force Base,Waterkloof,South Africa,WKF,FAWK,2,U,Africa/Johannesburg
874,Welkom Airport,Welkom,South Africa,\N,FAWM,2,U,Africa/Johannesburg
875,Ysterplaat Air Force Base,Ysterplaat,South Africa,\N,FAYP,2,U,Africa/Johannesburg
876,Zeerust Airport,Zeerust,South Africa,\N,FAZR,2,U,Africa/Johannesburg
877,Francistown Airport,Francistown,Botswana,FRW,FBFT,2,U,Africa/Gaborone
878,Jwaneng Airport,Jwaneng,Botswana,JWA,FBJW,2,U,Africa/Gaborone
879,Kasane Airport,Kasane,Botswana,BBK,FBKE,2,U,Africa/Gaborone
880,Maun Airport,Maun,Botswana,MUB,FBMN,2,U,Africa/Gaborone
881,Sir Seretse Khama International Airport,Gaberone,Botswana,GBE,FBSK,2,U,Africa/Gaborone
882,Selebi Phikwe Airport,Selebi-phikwe,Botswana,PKW,FBSP,2,U,Africa/Gaborone
883,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),BZV,FCBB,1,N,Africa/Brazzaville
884,Owando Airport,Owando,Congo (Kinshasa),FTX,FCOO,1,N,Africa/Brazzaville
885,Ouesso Airport,Ouesso,Congo (Kinshasa),OUE,FCOU,1,N,Africa/Brazzaville
886,Pointe Noire Airport,Pointe-noire,Congo (Brazzaville),PNR,FCPP,1,N,Africa/Brazzaville
887,Matsapha Airport,Manzini,Swaziland,MTS,FDMS,2,U,Africa/Mbabane
888,Bangui M'Poko International Airport,Bangui,Central African Republic,BGF,FEFF,1,N,Africa/Bangui
889,Berbérati Airport,Berberati,Central African Republic,BBT,FEFT,1,N,Africa/Bangui
890,Bata Airport,Bata,Equatorial Guinea,BSG,FGBT,1,N,Africa/Malabo
891,Malabo Airport,Malabo,Equatorial Guinea,SSG,FGSL,1,N,Africa/Malabo
892,RAF Ascension Island,Wide Awake,Saint Helena,ASI,FHAW,0,N,Atlantic/St_Helena
893,Sir Seewoosagur Ramgoolam International Airport,Plaisance,Mauritius,MRU,FIMP,4,N,Indian/Mauritius
894,Sir Charles Gaetan Duval Airport,Rodriguez Island,Mauritius,RRG,FIMR,4,N,Indian/Mauritius
895,Diego Garcia Naval Support Facility,Diego Garcia Island,British Indian Ocean Territory,NKW,FJDG,6,U,Indian/Chagos
896,Tiko Airport,Tiko,Cameroon,TKC,FKKC,1,N,Africa/Douala
897,Douala International Airport,Douala,Cameroon,DLA,FKKD,1,N,Africa/Douala
898,Salak Airport,Maroua,Cameroon,MVR,FKKL,1,N,Africa/Douala
899,Foumban Nkounja Airport,Foumban,Cameroon,FOM,FKKM,1,N,Africa/Douala
900,N'Gaoundéré Airport,N'gaoundere,Cameroon,NGE,FKKN,1,N,Africa/Douala
901,Garoua International Airport,Garoua,Cameroon,GOU,FKKR,1,N,Africa/Douala
902,Bafoussam Airport,Bafoussam,Cameroon,BFX,FKKU,1,N,Africa/Douala
903,Bamenda Airport,Bamenda,Cameroon,BPC,FKKV,1,N,Africa/Douala
904,Yaoundé Airport,Yaounde,Cameroon,YAO,FKKY,1,N,Africa/Douala
905,Kasompe Airport,Kasompe,Zambia,CGJ,FLKE,2,U,Africa/Lusaka
906,Livingstone Airport,Livingstone,Zambia,LVI,FLLI,2,U,Africa/Lusaka
907,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,LUN,FLLS,2,U,Africa/Lusaka
908,Mfuwe Airport,Mfuwe,Zambia,MFU,FLMF,2,U,Africa/Lusaka
909,Mongu Airport,Mongu,Zambia,MNR,FLMG,2,U,Africa/Lusaka
910,Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,NLA,FLND,2,U,Africa/Lusaka
911,Southdowns Airport,Southdowns,Zambia,KIW,FLSO,2,U,Africa/Lusaka
912,Prince Said Ibrahim International Airport,Moroni,Comoros,HAH,FMCH,3,U,Indian/Comoro
913,Mohéli Bandar Es Eslam Airport,Moheli,Comoros,NWA,FMCI,3,U,Indian/Comoro
914,Ouani Airport,Anjouan,Comoros,AJN,FMCV,3,U,Indian/Comoro
915,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,DZA,FMCZ,3,U,Indian/Mayotte
916,Roland Garros Airport,St.-denis,Reunion,RUN,FMEE,4,U,Indian/Reunion
917,Pierrefonds Airport,St.-pierre,Reunion,ZSE,FMEP,4,U,Indian/Reunion
918,Ivato Airport,Antananarivo,Madagascar,TNR,FMMI,3,U,Indian/Antananarivo
919,Miandrivazo Airport,Miandrivazo,Madagascar,ZVA,FMMN,3,U,Indian/Antananarivo
920,Sainte Marie Airport,Sainte Marie,Madagascar,SMS,FMMS,3,U,Indian/Antananarivo
921,Toamasina Airport,Toamasina,Madagascar,TMM,FMMT,3,U,Indian/Antananarivo
922,Morondava Airport,Morondava,Madagascar,MOQ,FMMV,3,U,Indian/Antananarivo
923,Arrachart Airport,Antsiranana,Madagascar,DIE,FMNA,3,U,Indian/Antananarivo
924,Mananara Nord Airport,Mananara,Madagascar,WMR,FMNC,3,U,Indian/Antananarivo
925,Andapa Airport,Andapa,Madagascar,ZWA,FMND,3,U,Indian/Antananarivo
926,Ambilobe Airport,Ambilobe,Madagascar,AMB,FMNE,3,U,Indian/Antananarivo
927,Antsirabato Airport,Antalaha,Madagascar,ANM,FMNH,3,U,Indian/Antananarivo
928,Analalava Airport,Analalava,Madagascar,HVA,FMNL,3,U,Indian/Antananarivo
929,Amborovy Airport,Mahajanga,Madagascar,MJN,FMNM,3,U,Indian/Antananarivo
930,Fascene Airport,Nosy-be,Madagascar,NOS,FMNN,3,U,Indian/Antananarivo
931,Besalampy Airport,Besalampy,Madagascar,BPY,FMNQ,3,U,Indian/Antananarivo
932,Maroantsetra Airport,Maroantsetra,Madagascar,WMN,FMNR,3,U,Indian/Antananarivo
933,Sambava Airport,Sambava,Madagascar,SVB,FMNS,3,U,Indian/Antananarivo
934,Vohimarina Airport,Vohemar,Madagascar,VOH,FMNV,3,U,Indian/Antananarivo
935,Ambalabe Airport,Antsohihy,Madagascar,WAI,FMNW,3,U,Indian/Antananarivo
936,Ampampamena Airport,Ampampamena,Madagascar,IVA,FMNZ,3,U,Indian/Antananarivo
937,Tôlanaro Airport,Tolagnaro,Madagascar,FTU,FMSD,3,U,Indian/Antananarivo
938,Fianarantsoa Airport,Fianarantsoa,Madagascar,WFI,FMSF,3,U,Indian/Antananarivo
939,Farafangana Airport,Farafangana,Madagascar,RVA,FMSG,3,U,Indian/Antananarivo
940,Manakara Airport,Manakara,Madagascar,WVK,FMSK,3,U,Indian/Antananarivo
941,Mananjary Airport,Mananjary,Madagascar,MNJ,FMSM,3,U,Indian/Antananarivo
942,Morombe Airport,Morombe,Madagascar,MXM,FMSR,3,U,Indian/Antananarivo
943,Toliara Airport,Toliara,Madagascar,TLE,FMST,3,U,Indian/Antananarivo
944,Mbanza Congo Airport,M'banza-congo,Angola,SSY,FNBC,1,N,Africa/Luanda
945,Benguela Airport,Benguela,Angola,BUG,FNBG,1,N,Africa/Luanda
946,Cabinda Airport,Cabinda,Angola,CAB,FNCA,1,N,Africa/Luanda
948,Nova Lisboa Airport,Huambo,Angola,NOV,FNHU,1,N,Africa/Luanda
949,Kuito Airport,Kuito,Angola,SVP,FNKU,1,N,Africa/Luanda
950,Lobito Airport,Lobito,Angola,\N,FNLB,1,N,Africa/Luanda
951,Quatro de Fevereiro Airport,Luanda,Angola,LAD,FNLU,1,N,Africa/Luanda
952,Malanje Airport,Malanje,Angola,MEG,FNMA,1,N,Africa/Luanda
953,Menongue Airport,Menongue,Angola,SPP,FNME,1,N,Africa/Luanda
955,Negage Airport,Negage,Angola,GXG,FNNG,1,N,Africa/Luanda
956,Porto Amboim Airport,Porto Amboim,Angola,PBN,FNPA,1,N,Africa/Luanda
957,Saurimo Airport,Saurimo,Angola,VHC,FNSA,1,N,Africa/Luanda
958,Soyo Airport,Soyo,Angola,SZA,FNSO,1,N,Africa/Luanda
959,Lubango Airport,Lubango,Angola,SDD,FNUB,1,N,Africa/Luanda
960,Luena Airport,Luena,Angola,LUO,FNUE,1,N,Africa/Luanda
961,Uige Airport,Uige,Angola,UGO,FNUG,1,N,Africa/Luanda
962,Xangongo Airport,Xangongo,Angola,XGN,FNXA,1,N,Africa/Luanda
963,Oyem Airport,Oyem,Gabon,OYE,FOGO,1,N,Africa/Libreville
964,Okondja Airport,Okondja,Gabon,OKN,FOGQ,1,N,Africa/Libreville
965,Lambarene Airport,Lambarene,Gabon,LBQ,FOGR,1,N,Africa/Libreville
966,Bitam Airport,Bitam,Gabon,BMM,FOOB,1,N,Africa/Libreville
967,Port Gentil Airport,Port Gentil,Gabon,POG,FOOG,1,N,Africa/Libreville
968,Omboue Hopital Airport,Omboue Hospial,Gabon,OMB,FOOH,1,N,Africa/Libreville
969,Makokou Airport,Makokou,Gabon,MKU,FOOK,1,N,Africa/Libreville
970,Libreville Leon M'ba International Airport,Libreville,Gabon,LBV,FOOL,1,N,Africa/Libreville
971,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,Gabon,MVB,FOON,1,N,Africa/Libreville
972,Principe Airport,Principe,Sao Tome and Principe,PCP,FPPR,0,N,Africa/Sao_Tome
973,São Tomé International Airport,Sao Tome,Sao Tome and Principe,TMS,FPST,0,N,Africa/Sao_Tome
974,Beira Airport,Beira,Mozambique,BEW,FQBR,2,U,Africa/Maputo
976,Inhambane Airport,Inhambane,Mozambique,INH,FQIN,2,U,Africa/Maputo
977,Lichinga Airport,Lichinga,Mozambique,VXC,FQLC,2,U,Africa/Maputo
978,Lumbo Airport,Lumbo,Mozambique,LFB,FQLU,2,U,Africa/Maputo
979,Maputo Airport,Maputo,Mozambique,MPM,FQMA,2,U,Africa/Maputo
980,Mueda Airport,Mueda,Mozambique,MUD,FQMD,2,U,Africa/Maputo
981,Mocímboa da Praia Airport,Mocimboa Da Praia,Mozambique,MZB,FQMP,2,U,Africa/Maputo
982,Marrupa Airport,Marrupa,Mozambique,\N,FQMR,2,U,Africa/Maputo
983,Nacala Airport,Nacala,Mozambique,MNC,FQNC,2,U,Africa/Maputo
984,Nampula Airport,Nampula,Mozambique,APL,FQNP,2,U,Africa/Maputo
985,Pemba Airport,Pemba,Mozambique,POL,FQPB,2,U,Africa/Maputo
986,Quelimane Airport,Quelimane,Mozambique,UEL,FQQL,2,U,Africa/Maputo
987,Songo Airport,Songo,Mozambique,\N,FQSG,2,U,Africa/Maputo
988,Chingozi Airport,Tete,Mozambique,TET,FQTT,2,U,Africa/Maputo
989,Ulongwe Airport,Ulongwe,Mozambique,\N,FQUG,2,U,Africa/Maputo
